call_transcript,mood,agent_number,intention,resolution
"Agent 2: Thank you for calling HealthHarbor, my name is Agent 2. How can I assist you today?

Customer: Hi, Agent 2. I'm calling to request a copy of my medical records. Can you help me with that?

Agent 2: Of course, I can assist you with that. May I have your name and date of birth, please?

Customer: My name is John Smith and my date of birth is January 15, 1980.

Agent 2: Thank you, Mr. Smith. Can you please verify your address and phone number associated with your medical records?

Customer: Sure, my address is 123 Main Street, Anytown, USA, and my phone number is 555-123-4567.

Agent 2: Thank you for providing the information, Mr. Smith. I have located your records in our system. Before we proceed, may I ask why you need a copy of your medical records?

Customer: I'm moving out of state and my new doctor requires a copy of my medical history for their records.

Agent 2: I understand. We can certainly assist you with that. There are a few options available for obtaining your medical records. We can either send them directly to your new doctor or provide you with a copy for your personal records. Which option would you prefer?

Customer: I would like a copy for my personal records, please.

Agent 2: Noted. In order to process your request, we require a signed authorization form. I can either email it to you or mail it to your current address. Which option would you prefer?

Customer: Can you please email it to me? My email address is jsmith@email.com.

Agent 2: Absolutely, Mr. Smith. I will send the authorization form to your email right away. Please make sure to check your spam folder as well, just in case.

Customer: Thank you, I will keep an eye out for it.

Agent 2: Once you receive the form, please print it, fill it out completely, and sign it. Afterward, you can either scan it and email it back to us or mail it to our office. Here are the contact details for mailing: HealthHarbor, Attn: Medical Records Department, 456 Hospital Avenue, Anytown, USA.

Customer: Okay, I will do that. Is there a fee for obtaining the records?

Agent 2: There may be a fee associated with processing your request, depending on the size and complexity of your medical records. However, I can provide you with an estimate once we receive your completed authorization form.

Customer: That sounds fair. I appreciate your help, Agent 2.

Agent 2: You're welcome, Mr. Smith. Is there anything else I can assist you with today?

Customer: No, that's all for now. Thank you for your assistance.

Agent 2: It was my pleasure assisting you, Mr. Smith. If you have any further questions or need any additional support, please don't hesitate to reach out to us. Have a great day!

Customer: Thank you, you too. Goodbye.

Agent 2: Goodbye, Mr. Smith. Take care.",neutral,2,Medical Records Requests,resolved
"[Phone ringing]

Agent 3: Thank you for calling HealthHarbor, my name is Agent 3. How can I assist you today?

Customer: Hi, Agent 3. My name is Jane Smith. I recently had some lab and test done at your hospital, and I'm really worried about the results. Can you help me?

Agent 3: Of course, Jane. I understand your concern. Let me check your records and see if the results are available. Can you please provide me with your date of birth and the date when the tests were conducted?

Customer: My date of birth is January 15, 1980. The tests were done on June 25, 2022.

Agent 3: Thank you for the information, Jane. Let me pull up your records. Please bear with me for a moment.

[Pause]

Agent 3: Alright, Jane. I have your records in front of me. I can see that your lab and test results are available. However, due to privacy policies, I cannot disclose the results over the phone. But I can book an appointment for you with your doctor to discuss the results in detail. Would that be alright with you?

Customer: Oh, okay. I guess that would be the best way to go about it. Yes, please book an appointment for me. I just hope everything is okay.

Agent 3: I understand your concern, Jane. I'm sure your doctor will be able to provide you with the necessary information and guidance. Let me check the availability of your doctor. Can you please provide me with your preferred date and time for the appointment?

Customer: I'm available on Monday, July 5th, anytime after 2 PM.

Agent 3: Alright, Jane. Let me check if your doctor is available on that day and time.

[Pause]

Agent 3: Great news, Jane! Your doctor, Dr. Johnson, is available on Monday, July 5th, at 3 PM. Can I go ahead and schedule the appointment for you?

Customer: Yes, please. 3 PM on July 5th works for me.

Agent 3: Perfect, Jane. I have successfully scheduled your appointment with Dr. Johnson for July 5th at 3 PM. You will receive a confirmation message with all the details shortly. Is there anything else I can assist you with?

Customer: No, that's all for now. Thank you for your help, Agent 3. I appreciate your assistance and I hope everything turns out fine.

Agent 3: You're welcome, Jane. I understand your worries, but I'm confident that your doctor will provide you with the necessary support. If you have any further questions or concerns, don't hesitate to reach out. Take care, and have a great day!

Customer: Thank you, Agent 3. Goodbye.

Agent 3: Goodbye, Jane. Have a wonderful day!",worried,3,Lab and Test Results,resolved
"[Phone ringing]

Agent 3: Thank you for calling HealthHarbor. My name is Agent 3. How can I assist you today?

Customer: Hi, Agent 3. My name is Sarah Thompson. I'm calling because I need some referrals and specialist appointments.

Agent 3: Hi, Sarah. I'll be happy to help you with that. Can you please provide me with your HealthHarbor identification number or your date of birth for verification purposes?

Customer: Sure, my date of birth is March 15th, 1985.

Agent 3: Thank you, Sarah. I have verified your account. How can I assist you with referrals and specialist appointments today?

Customer: I have been experiencing some back pain lately, and my primary care physician suggested that I see a specialist. I was wondering if you could help me with the referral process.

Agent 3: Of course, Sarah. I'm sorry to hear about your back pain. I can definitely assist you with that. Can you please provide me with the name of your primary care physician?

Customer: My primary care physician's name is Dr. Smith.

Agent 3: Thank you, Sarah. I see that Dr. Smith is one of our affiliated doctors. Let me check the availability of the specialist he recommended for you. Could you please hold on for a moment?

Customer: Sure, take your time.

[Agent 3 puts the customer on hold and checks the database for specialist availability]

Agent 3: Thank you for holding, Sarah. I have found a few specialists who can see you for your back pain. We have Dr. Johnson, Dr. Rodriguez, and Dr. Lee. They all specialize in orthopedics. Which one would you prefer?

Customer: I've heard good things about Dr. Rodriguez. Can I schedule an appointment with him?

Agent 3: Absolutely, Sarah. I can help you with that. Let me check Dr. Rodriguez's availability. Could you please provide me with your preferred date and time for the appointment?

Customer: I'm quite flexible, but I would prefer something in the next couple of weeks, preferably on a Monday or Wednesday afternoon.

Agent 3: Alright, let me see what I can find. It seems that Dr. Rodriguez has availability on Monday, two weeks from now, at 2:00 PM. Would that work for you?

Customer: Yes, that works for me. Please go ahead and schedule the appointment.

Agent 3: Great! I have scheduled your appointment with Dr. Rodriguez on Monday, two weeks from now, at 2:00 PM. You will receive a confirmation email with all the details shortly. Is there anything else I can assist you with?

Customer: No, that's all I needed. Thank you for your help, Agent 3.

Agent 3: You're welcome, Sarah. I'm glad I could assist you. If you have any further questions or need any more assistance, feel free to reach out. Have a great day!

Customer: Thank you, Agent 3. You too. Goodbye!

Agent 3: Goodbye, Sarah. Take care!",neutral,3,Referrals and Specialist Appointments,unresolved
"[Phone ringing]

Agent 1: Good morning, thank you for calling HealthHarbor. My name is Agent 1. How can I assist you today?

Customer: Hi, Agent 1. My name is Emily Johnson. I recently moved to the area and I'm in need of some specialist appointments. I was wondering if you could help me with referrals and scheduling?

Agent 1: Of course, Emily. I'd be happy to assist you with that. Welcome to HealthHarbor. Before we proceed, may I ask which type of specialist appointments you're looking for?

Customer: I need to see a dermatologist for my skin condition, and I also need to find a good orthopedic specialist for a knee injury I've been dealing with.

Agent 1: I understand, Emily. For dermatology, we have several specialists within our network. Could you please confirm your location, so I can find the nearest dermatologist for you?

Customer: I'm currently living in the downtown area of the city.

Agent 1: Great. I have a couple of dermatologists near your location. Let me check their availability for you. Could you please provide me with your insurance details?

Customer: Sure, I have BlueCross BlueShield insurance.

Agent 1: Thank you, Emily. Let me quickly verify the coverage for you. Please bear with me for a moment.

[Agent 1 puts the customer on hold for a minute]

Agent 1: Thank you for waiting, Emily. I have checked your insurance coverage, and both of the dermatologists near your location accept BlueCross BlueShield. I can schedule an appointment for you. How about next Tuesday at 2:00 pm?

Customer: That works for me. Please go ahead and schedule it.

Agent 1: Alright, Emily. I have successfully scheduled your dermatology appointment for next Tuesday at 2:00 pm with Dr. Smith. Now, let's move on to finding an orthopedic specialist for your knee injury. Please provide me with your preferred location for this appointment.

Customer: I would prefer a specialist near my workplace, which is in the suburbs.

Agent 1: Noted. Let me find the available orthopedic specialists near your workplace. May I ask if you have a specific preference for a male or female doctor?

Customer: No preference, as long as they are experienced and highly recommended.

Agent 1: Understood. Let me search for the specialists in your area. Please hold on for a moment.

[Agent 1 puts the customer on hold for a couple of minutes]

Agent 1: Thank you for your patience, Emily. I have found two highly recommended orthopedic specialists near your workplace. Dr. Johnson has availability next Wednesday at 3:30 pm, and Dr. Anderson has availability on Thursday at 10:00 am. Which one would you prefer?

Customer: I think I'll go with Dr. Anderson on Thursday at 10:00 am.

Agent 1: Perfect, Emily. I have successfully scheduled your appointment with Dr. Anderson for Thursday at 10:00 am. Is there anything else I can assist you with today?

Customer: No, that will be all. Thank you so much for your help, Agent 1. You've been very helpful.

Agent 1: You're most welcome, Emily. I'm glad I could assist you. If you have any questions or need further assistance in the future, feel free to reach out to us. Have a great day!

Customer: Thank you, Agent 1. You too. Goodbye!

Agent 1: Goodbye, Emily. Take care!",neutral,1,Referrals and Specialist Appointments,unresolved
"[Phone ringing]

Agent 4: Thank you for calling HealthHarbor, my name is Agent 4. How can I assist you today?

Customer: Hi, Agent 4. My name is Sarah Johnson. I've been experiencing some unusual symptoms lately, and I'm not sure what's going on. I thought it would be best to seek some medical advice.

Agent 4: Hi, Sarah. I'm sorry to hear that you're not feeling well. I'll do my best to assist you. Can you please describe the symptoms you've been experiencing?

Customer: Sure. I've been having persistent headaches, dizziness, and occasional nausea. It's been going on for about a week now, and I'm starting to get concerned.

Agent 4: I understand your concern, Sarah. Headaches, dizziness, and nausea can be caused by various factors. It's important to get a better understanding of your symptoms. Have you experienced any recent injuries or accidents?

Customer: No, I haven't had any recent accidents or injuries.

Agent 4: Alright. Have you noticed any patterns or triggers for these symptoms? For example, do they worsen at certain times of the day or after specific activities?

Customer: I haven't noticed any specific patterns or triggers. The symptoms seem to be present throughout the day, regardless of what I'm doing.

Agent 4: Okay, thank you for providing that information, Sarah. Based on what you've described, I would recommend consulting with a healthcare professional to further evaluate your symptoms. They will be able to provide a more accurate diagnosis and appropriate treatment options. Would you like assistance in finding a healthcare provider near you?

Customer: Yes, that would be helpful. Thank you.

Agent 4: Not a problem, Sarah. Can you please provide me with your location or zip code so I can search for healthcare providers in your area?

Customer: Sure, my zip code is 12345.

Agent 4: Thank you, Sarah. I'm searching for healthcare providers near your area now. While I do that, is there anything else I can assist you with?

Customer: No, that's all for now. Thank you for your help.

Agent 4: You're welcome, Sarah. I've found a few healthcare providers near your location. I will send the contact information to your email address. Please make sure to check your inbox for the details. Is there anything else I can assist you with today?

Customer: No, that's all. Thank you for your help, Agent 4. I'll reach out to the healthcare providers and schedule an appointment.

Agent 4: You're welcome, Sarah. I'm glad I could assist you. If you have any further questions or concerns, feel free to reach out to us. Take care and I hope you feel better soon.

Customer: Thank you, Agent 4. Goodbye.

Agent 4: Goodbye, Sarah. Have a great day.",neutral,4,Medical Advice or Symptom Assessment,resolved
"[Phone rings]

Agent 4: Thank you for calling HealthHarbor, my name is Agent 4. How can I assist you today?

Customer: Oh finally! I've been trying to get through to someone for ages! I need to refill my medication, but my pharmacy is saying they need authorization from the doctor. Can you help me with that?

Agent 4: I'm sorry for the wait, and I understand your frustration. I'll do my best to assist you. May I have your name and date of birth, please?

Customer: My name is Sarah Johnson, and my date of birth is January 15, 1980.

Agent 4: Thank you, Sarah. Let me check your records. I see that you're due for a medication refill. However, it seems that we haven't received any recent prescription requests from your pharmacy. Did you inform them to send the refill request to us?

Customer: Yes, I did! I even called them last week to make sure everything was in order. I don't understand why there's a delay.

Agent 4: I apologize for the inconvenience, Sarah. Sometimes there can be miscommunications between pharmacies and our system. Let me contact your doctor's office to expedite the authorization process. Can you please provide me with the name and contact details of your pharmacy?

Customer: Sure, it's Greenleaf Pharmacy, located on Main Street. Their phone number is (555) 123-4567.

Agent 4: Thank you, Sarah. I will reach out to Greenleaf Pharmacy and your doctor's office to resolve this issue as soon as possible. In the meantime, I suggest contacting your pharmacy again to ensure they have all the necessary information.

Customer: Okay, but this is really frustrating. I've been without my medication for days, and it's affecting my health.

Agent 4: I completely understand, Sarah. I assure you that I will do my best to expedite this process for you. I'll make sure to update your doctor's office about the urgency of your situation. Is there anything else I can assist you with while we resolve this issue?

Customer: No, this is the main reason for my call today. I just hope this gets sorted out quickly.

Agent 4: I understand your concern, Sarah, and I apologize for any inconvenience caused. Rest assured, I will personally follow up on this matter and keep you informed of any progress. Is there a preferred contact number or email address where I can reach you?

Customer: Yes, my phone number is (555) 987-6543, and my email address is sarahjohnson@email.com.

Agent 4: Thank you, Sarah. I have noted down your contact details, and I will keep you updated on the progress of your medication refill. If you have any further questions or concerns, please don't hesitate to reach out to us.

Customer: Alright, I appreciate your assistance. I hope this gets resolved soon.

Agent 4: I understand your frustration, Sarah, and I apologize for any inconvenience caused. We will do everything we can to ensure a speedy resolution. Thank you for your patience, and have a great day.

Customer: Thank you, goodbye.

Agent 4: Goodbye, Sarah. Take care.",angry,4,Medication Refills and Prescription Inquiries,unresolved
"[Phone ringing]

Agent 3: Thank you for calling HealthHarbor, my name is Agent 3. How can I assist you today?

Customer: Hi, Agent 3. My name is Emily Johnson. I'm calling to inquire about medication refills and prescription inquiries.

Agent 3: Hello, Emily. I'll be happy to help you with that. Could you please provide me with your date of birth and the name of the medication you need a refill for?

Customer: Sure. My date of birth is July 15, 1985. I need a refill for my blood pressure medication, Metoprolol.

Agent 3: Thank you, Emily. Let me check your records. I see that you are due for a refill. May I ask how many days' supply you currently have?

Customer: I have about a week's supply left.

Agent 3: Alright. I will go ahead and request a refill for you. Can you confirm the pharmacy name and location where you usually pick up your medications?

Customer: Yes, it's called HealthPharm, located on 123 Main Street.

Agent 3: Great. I will send the refill request to HealthPharm. They should have it ready for you within the next 24 to 48 hours. Is there anything else I can assist you with regarding your medication?

Customer: Actually, I have a question about a new prescription that my doctor prescribed. It's for a medication called Zoloft. I'm not familiar with it, and I wanted to know more about its side effects and how it works.

Agent 3: I understand, Emily. Zoloft is an antidepressant medication that belongs to a class called selective serotonin reuptake inhibitors (SSRIs). Its main use is to treat depression, anxiety disorders, and certain other mental health conditions. Some common side effects of Zoloft include nausea, dizziness, drowsiness, and sexual problems. However, it's important to note that everyone may react differently to medications, so it's best to consult with your doctor if you experience any concerns or unusual symptoms.

Customer: Thank you for the information, Agent 3. That's helpful. Is there anything else I should know about Zoloft?

Agent 3: It's important to take Zoloft exactly as prescribed by your doctor. It may take a few weeks for the full effects to be noticed, so it's essential to be patient and continue taking it consistently. If you have any further questions or concerns, I recommend discussing them with your doctor or pharmacist.

Customer: Alright, I will keep that in mind. Thank you for your assistance, Agent 3. Is there anything else I should be aware of regarding my medications or prescriptions?

Agent 3: You're welcome, Emily. One important thing to remember is to always follow the instructions provided by your healthcare provider and pharmacist. It's crucial to take your medications as prescribed and not to skip any doses. If you have any changes in your health or notice any adverse effects, make sure to reach out to your doctor promptly.

Customer: I will definitely keep that in mind, Agent 3. Thank you for your help and for addressing my concerns. I appreciate it.

Agent 3: It was my pleasure, Emily. I'm glad I could assist you. If you have any further questions or need any more help in the future, don't hesitate to give us a call. Have a great day!

Customer: Thank you, Agent 3. You too. Goodbye.

Agent 3: Goodbye, Emily. Take care.",neutral,3,Medication Refills and Prescription Inquiries,unresolved
"Agent 3: Thank you for calling HealthHarbor, my name is Agent 3. How can I assist you today?

Customer: Hi, Agent 3. I'm calling because I've been experiencing some symptoms lately and I wanted to get some medical advice or have my symptoms assessed.

Agent 3: I'm here to help you with that. May I have your name, please?

Customer: Sure, my name is Emily Johnson.

Agent 3: Thank you, Emily. Can you please describe the symptoms you've been experiencing?

Customer: Well, I've been having a persistent cough for the past week, along with a sore throat and fatigue. I also have a mild fever.

Agent 3: I'm sorry to hear that, Emily. Based on your symptoms, it seems like you may have a respiratory infection. However, I would recommend consulting with a healthcare professional for a proper diagnosis. Would you like me to assist you in finding a nearby healthcare provider?

Customer: Yes, that would be helpful. Thank you.

Agent 3: Of course, Emily. Can you please provide me with your current location or ZIP code?

Customer: I'm in Los Angeles, California. My ZIP code is 90001.

Agent 3: Thank you, Emily. Give me a moment while I search for healthcare providers in your area.

(Short pause)

Agent 3: I have found a few options for you, Emily. There's the Los Angeles Community Hospital, located at 4081 E Olympic Blvd, Los Angeles, CA 90023. They specialize in respiratory infections and have an Urgent Care facility. Another option is St. Vincent Medical Center at 2131 W 3rd St, Los Angeles, CA 90057. They have a walk-in clinic that might suit your needs as well. Would you like me to provide you with their contact details?

Customer: Yes, please. Could you give me the contact details for Los Angeles Community Hospital?

Agent 3: Absolutely, Emily. The contact number for Los Angeles Community Hospital is (323) 267-0477. They are open 24/7, so you can call anytime. Do you have any more questions or concerns?

Customer: No, that should be all. Thank you for your help, Agent 3.

Agent 3: You're welcome, Emily. I hope you feel better soon. If you have any more questions or need further assistance, don't hesitate to call us back. Take care!

Customer: Thank you, Agent 3. Goodbye.

Agent 3: Goodbye, Emily. Have a great day!",neutral,3,Medical Advice or Symptom Assessment,resolved
"Agent 2: Thank you for calling HealthHarbor, my name is Agent 2. How can I assist you today?

Customer: Finally, someone answered! I've been on hold forever. I need some medical advice, and I need it now!

Agent 2: I apologize for the wait, sir. I understand you're feeling frustrated. Rest assured, I'm here to help you. What seems to be the problem?

Customer: I've been experiencing severe abdominal pain for the past couple of days. It's unbearable!

Agent 2: I'm sorry to hear that you're in pain. Can you please tell me more about the symptoms you're experiencing?

Customer: It feels like a constant stabbing pain in my lower abdomen. I also have nausea and vomiting. I'm really worried that something serious is going on.

Agent 2: I understand your concerns, sir. It's important for me to let you know that I'm not a doctor, but I can certainly help assess your symptoms. Have you experienced any recent trauma or injury to your abdomen?

Customer: No, I haven't had any injuries. The pain just started out of nowhere.

Agent 2: Alright, thank you for clarifying. It's possible that your symptoms could be related to a number of different conditions. However, given the severity of your pain, I strongly recommend seeking immediate medical attention. It's important to have a healthcare professional evaluate your condition in person.

Customer: But I don't have time to go to the hospital! Is there anything I can do at home to relieve the pain?

Agent 2: I understand your urgency, sir, but abdominal pain can sometimes be a sign of a serious underlying condition. It's crucial to have a medical professional assess your situation. However, in the meantime, you can try applying a heating pad to your abdomen or taking over-the-counter pain medication as directed. These measures might provide temporary relief.

Customer: Alright, I'll try that. But what if it doesn't go away?

Agent 2: If your symptoms persist or worsen, it's crucial to seek immediate medical attention. You can also keep a log of your symptoms, including the intensity and frequency, to provide more accurate information to your healthcare provider.

Customer: Fine, I'll go to the hospital. But I'm not happy about it!

Agent 2: I understand that you're frustrated, sir, but your health and well-being are our top priority. It's essential to have a professional evaluate your condition thoroughly. Is there anything else I can assist you with?

Customer: No, that's all. I guess I'll go to the hospital now. Thanks for your help, even though I'm not happy about it.

Agent 2: You're welcome, sir. I apologize for any inconvenience caused. I hope you'll feel better soon, and please take care of yourself. If you have any further questions or concerns, don't hesitate to reach out to us again. Have a great day!

Customer: Yeah, whatever. Goodbye.",angry,2,Medical Advice or Symptom Assessment,resolved
"Agent 3: Thank you for calling HealthHarbor, my name is Agent 3. How can I assist you today?

Customer: Hi Agent 3, my name is Sarah Thompson. I'm feeling really scared and I need some help. I was hoping you could assist me with referrals and specialist appointments.

Agent 3: Hi Sarah, I'm sorry to hear that you're feeling scared. I'm here to help you. Can you please provide me with some more information about your situation?

Customer: Well, I've been experiencing some severe abdominal pain for the past few weeks, and it's getting worse. I'm really worried that something might be seriously wrong.

Agent 3: I understand your concern, Sarah. It's important to get the necessary medical attention for your condition. Let me check our database for a specialist in your area who can help you. Can you please provide me with your zip code?

Customer: Yes, my zip code is 12345.

Agent 3: Thank you, Sarah. I'm searching for a specialist near you who can address your abdominal pain. While I'm doing that, can you please let me know if you have any insurance coverage?

Customer: Yes, I have insurance through my employer. It's with XYZ Insurance.

Agent 3: Great, Sarah. That will help in finding the right specialist for you. I see that HealthHarbor is in-network with XYZ Insurance, so you should be covered for any referrals or specialist appointments. Now, let's see what we have available for you.

Customer: Thank you, Agent 3. I really appreciate your help.

Agent 3: Of course, Sarah. I'm here to assist you. I have found a few specialists in your area who have availability in the next few days. We have Dr. Smith, Dr. Johnson, and Dr. Davis. Which one would you prefer?

Customer: Um, I'm not sure. Can you provide me with some more information about each of them?

Agent 3: Certainly, Sarah. Dr. Smith specializes in gastroenterology and has received positive patient reviews for his expertise in diagnosing and treating abdominal pain. Dr. Johnson is a general surgeon who has performed many successful surgeries related to abdominal conditions. Dr. Davis is an internal medicine specialist known for his compassionate approach to patient care.

Customer: Thank you for the information, Agent 3. I think I would feel more comfortable seeing Dr. Smith, the gastroenterologist. Can you please schedule an appointment for me?

Agent 3: Absolutely, Sarah. I will contact Dr. Smith's office and schedule an appointment for you. Is there any specific day or time that works best for you?

Customer: I'm quite flexible, Agent 3. Whatever time you can get would be great.

Agent 3: Alright, I will do my best to secure an appointment as soon as possible. I'll give you a call back within the next hour to confirm the details. Is there anything else I can assist you with, Sarah?

Customer: No, that's all for now, Agent 3. Thank you so much for your help. I really appreciate it.

Agent 3: You're welcome, Sarah. It's my pleasure to assist you. I will be in touch shortly with the appointment details. Take care and feel better soon!

Customer: Thank you, Agent 3. Goodbye.

Agent 3: Goodbye, Sarah. Have a great day!",scared,3,Referrals and Specialist Appointments,resolved
